date,province_thai,province_eng,region_thai,region_eng,variable,value
2022-01-01,ภูเก็ต,Phuket ,ภาคใต้,south,ratio_tourist_stay,25.53
2022-01-01,พัทลุง,Phatthalung ,ภาคใต้,south,ratio_tourist_stay,26.32
2022-01-01,ตรัง,Trang ,ภาคใต้,south,ratio_tourist_stay,31.24
2022-01-01,ระนอง,Ranong ,ภาคใต้,south,ratio_tourist_stay,30.24
2022-01-01,ชุมพร,Chumphon ,ภาคใต้,south,ratio_tourist_stay,28.77
2022-01-01,ปัตตานี,Pattani ,ภาคใต้,south,ratio_tourist_stay,27.5
2022-01-01,ยะลา,Yala ,ภาคใต้,south,ratio_tourist_stay,37.63
2022-01-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,ratio_tourist_stay,23.29
2022-01-01,นราธิวาส,Narathiwat ,ภาคใต้,south,ratio_tourist_stay,19.41
2022-01-01,กระบี่,Krabi ,ภาคใต้,south,ratio_tourist_stay,25.56
2022-01-01,สงขลา,Songkhla ,ภาคใต้,south,ratio_tourist_stay,16.65
2022-01-01,พังงา,Phang Nga ,ภาคใต้,south,ratio_tourist_stay,32.28
2022-01-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,ratio_tourist_stay,24.49
2022-01-01,สตูล,Satun ,ภาคใต้,south,ratio_tourist_stay,45.21
2022-01-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,ratio_tourist_stay,35.58
2022-01-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,ratio_tourist_stay,72.09
2022-01-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,ratio_tourist_stay,56.83
2022-01-01,พิจิตร,Phichit ,ภาคเหนือ,north,ratio_tourist_stay,33.51
2022-01-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,ratio_tourist_stay,41.59
2022-01-01,ตาก,Tak ,ภาคเหนือ,north,ratio_tourist_stay,43.26
2022-01-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,ratio_tourist_stay,55.74
2022-01-01,พะเยา,Phayao ,ภาคเหนือ,north,ratio_tourist_stay,58.03
2022-01-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,ratio_tourist_stay,60.52
2022-01-01,แพร่,Phrae ,ภาคเหนือ,north,ratio_tourist_stay,64.1
2022-01-01,ลำปาง,Lampang ,ภาคเหนือ,north,ratio_tourist_stay,52.49
2022-01-01,ลำพูน,Lamphun ,ภาคเหนือ,north,ratio_tourist_stay,49.51
2022-01-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,ratio_tourist_stay,50.59
2022-01-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,ratio_tourist_stay,36.87
2022-01-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,ratio_tourist_stay,31.64
2022-01-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,ratio_tourist_stay,34.58
2022-01-01,น่าน,Nan ,ภาคเหนือ,north,ratio_tourist_stay,71.89
2022-01-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,38.23
2022-01-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,46.42
2022-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,31.56
2022-01-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,54.27
2022-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,48.67
2022-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,61.59
2022-01-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,17.66
2022-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,38.43
2022-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,28.15
2022-01-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,37.26
2022-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,ratio_tourist_stay,43.7
2022-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,32.0
2022-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,49.37
2022-01-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,64.89
2022-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,41.58
2022-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,43.18
2022-01-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,30.22
2022-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,37.71
2022-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,37.36
2022-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,18.85
2023-01-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,ratio_tourist_stay,75.02
2023-01-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,ratio_tourist_stay,67.29
2023-01-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,ratio_tourist_stay,48.32
2023-01-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,ratio_tourist_stay,79.78
2023-01-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,ratio_tourist_stay,69.54
2023-01-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,ratio_tourist_stay,65.05
2023-01-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,ratio_tourist_stay,51.03
2023-01-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,ratio_tourist_stay,59.93
2023-01-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,ratio_tourist_stay,44.25
2023-01-01,ชัยนาท,Chainat ,ภาคกลาง,central,ratio_tourist_stay,42.77
2023-01-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,ratio_tourist_stay,55.17
2023-01-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,ratio_tourist_stay,43.47
2023-01-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,ratio_tourist_stay,62.82
2023-01-01,ลพบุรี,Lopburi ,ภาคกลาง,central,ratio_tourist_stay,58.27
2023-01-01,สระบุรี,Saraburi ,ภาคกลาง,central,ratio_tourist_stay,60.06
2023-01-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,ratio_tourist_stay,40.28
2023-01-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,ratio_tourist_stay,65.77
2023-01-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,ratio_tourist_stay,44.76
2023-01-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,ratio_tourist_stay,59.21
2023-01-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,ratio_tourist_stay,41.64
2023-01-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,ratio_tourist_stay,78.58
2023-01-01,ตราด,Trat ,ภาคตะวันออก,east,ratio_tourist_stay,55.73
2023-01-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,ratio_tourist_stay,63.53
2023-01-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,ratio_tourist_stay,46.79
2023-01-01,ระยอง,Rayong ,ภาคตะวันออก,east,ratio_tourist_stay,69.39
2023-01-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,ratio_tourist_stay,48.48
2023-01-01,กระบี่,Krabi ,ภาคใต้,south,ratio_tourist_stay,66.42
2023-01-01,ชุมพร,Chumphon ,ภาคใต้,south,ratio_tourist_stay,58.61
2023-01-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,ratio_tourist_stay,63.46
2023-01-01,พังงา,Phang Nga ,ภาคใต้,south,ratio_tourist_stay,68.35
2023-01-01,ภูเก็ต,Phuket ,ภาคใต้,south,ratio_tourist_stay,82.7
2023-01-01,ระนอง,Ranong ,ภาคใต้,south,ratio_tourist_stay,54.25
2023-01-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,ratio_tourist_stay,72.6
2023-01-01,ตรัง,Trang ,ภาคใต้,south,ratio_tourist_stay,54.87
2023-01-01,นราธิวาส,Narathiwat ,ภาคใต้,south,ratio_tourist_stay,51.59
2023-01-01,ปัตตานี,Pattani ,ภาคใต้,south,ratio_tourist_stay,39.33
2023-01-01,พัทลุง,Phatthalung ,ภาคใต้,south,ratio_tourist_stay,61.95
2023-01-01,ยะลา,Yala ,ภาคใต้,south,ratio_tourist_stay,73.14
2023-01-01,สงขลา,Songkhla ,ภาคใต้,south,ratio_tourist_stay,65.84
2023-01-01,สตูล,Satun ,ภาคใต้,south,ratio_tourist_stay,58.49
2023-01-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,ratio_tourist_stay,89.16
2023-01-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,ratio_tourist_stay,92.89
2023-01-01,น่าน,Nan ,ภาคเหนือ,north,ratio_tourist_stay,90.83
2023-01-01,พะเยา,Phayao ,ภาคเหนือ,north,ratio_tourist_stay,74.38
2023-01-01,แพร่,Phrae ,ภาคเหนือ,north,ratio_tourist_stay,69.72
2023-01-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,ratio_tourist_stay,63.84
2023-01-01,ลำปาง,Lampang ,ภาคเหนือ,north,ratio_tourist_stay,72.86
2023-01-01,ลำพูน,Lamphun ,ภาคเหนือ,north,ratio_tourist_stay,75.02
2023-01-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,ratio_tourist_stay,39.22
2023-01-01,ตาก,Tak ,ภาคเหนือ,north,ratio_tourist_stay,75.41
2023-01-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,ratio_tourist_stay,55.83
2023-01-01,พิจิตร,Phichit ,ภาคเหนือ,north,ratio_tourist_stay,54.78
2023-01-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,ratio_tourist_stay,57.24
2023-01-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,ratio_tourist_stay,65.17
2023-01-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,ratio_tourist_stay,39.87
2023-01-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,ratio_tourist_stay,42.71
2023-01-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,ratio_tourist_stay,51.65
2023-01-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,46.31
2023-01-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,60.82
2023-01-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,73.6
2023-01-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,54.78
2023-01-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,60.13
2023-01-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,63.17
2023-01-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,52.24
2023-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,64.41
2023-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,36.73
2023-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,68.51
2023-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,47.77
2023-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,69.07
2023-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,73.5
2023-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,54.08
2023-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,39.57
2023-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,63.56
2023-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,ratio_tourist_stay,42.94
2023-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,58.08
2023-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,39.46
2023-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,ratio_tourist_stay,48.11
2019-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,ratio_tourist_stay,89.19
2019-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,ratio_tourist_stay,62.81
2019-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,ratio_tourist_stay,72.6
2019-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,ratio_tourist_stay,66.38
2019-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,ratio_tourist_stay,77.15
2019-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,ratio_tourist_stay,70.39
2019-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,ratio_tourist_stay,66.71
2019-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,ratio_tourist_stay,72.54
