date,province_thai,province_eng,region_thai,region_eng,variable,value
2021-01-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,revenue_thai,26380000.0
2021-01-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,revenue_thai,77120000.0
2021-01-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,revenue_thai,65140000.0
2021-01-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,revenue_thai,55570000.0
2021-01-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,revenue_thai,0.0
2021-01-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,revenue_thai,59240000.0
2021-01-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,revenue_thai,75290000.0
2021-01-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,revenue_thai,771470000.0
2021-01-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,revenue_thai,89010000.0
2021-01-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,revenue_thai,119320000.0
2021-01-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,revenue_thai,705790000.0
2021-01-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,revenue_thai,1160000000.0
2021-01-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,revenue_thai,126190000.0
2021-01-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,revenue_thai,0.0
2021-01-01,ตราด,Trat ,ภาคตะวันออก,east,revenue_thai,28330000.0
2021-01-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,revenue_thai,116410000.0
2021-01-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,revenue_thai,183430000.0
2021-01-01,ระยอง,Rayong ,ภาคตะวันออก,east,revenue_thai,145780000.0
2021-01-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,revenue_thai,142970000.0
2021-01-01,ภูเก็ต,Phuket ,ภาคใต้,south,revenue_thai,374910000.0
2021-01-01,พัทลุง,Phatthalung ,ภาคใต้,south,revenue_thai,55060000.0
2021-01-01,ตรัง,Trang ,ภาคใต้,south,revenue_thai,110560000.0
2021-01-01,ระนอง,Ranong ,ภาคใต้,south,revenue_thai,34530000.0
2021-01-01,ชุมพร,Chumphon ,ภาคใต้,south,revenue_thai,89340000.0
2021-01-01,ปัตตานี,Pattani ,ภาคใต้,south,revenue_thai,26820000.0
2021-01-01,ยะลา,Yala ,ภาคใต้,south,revenue_thai,69180000.0
2021-01-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,revenue_thai,442880000.0
2021-01-01,นราธิวาส,Narathiwat ,ภาคใต้,south,revenue_thai,26920000.0
2021-01-01,กระบี่,Krabi ,ภาคใต้,south,revenue_thai,393050000.0
2021-01-01,สงขลา,Songkhla ,ภาคใต้,south,revenue_thai,691080000.0
2021-01-01,พังงา,Phang Nga ,ภาคใต้,south,revenue_thai,152920000.0
2021-01-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,revenue_thai,322860000.0
2021-01-01,สตูล,Satun ,ภาคใต้,south,revenue_thai,175850000.0
2021-01-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,revenue_thai,37470000.0
2021-01-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,revenue_thai,749570000.0
2021-01-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,revenue_thai,2076110000.0
2021-01-01,พิจิตร,Phichit ,ภาคเหนือ,north,revenue_thai,53440000.0
2021-01-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,revenue_thai,109550000.0
2021-01-01,ตาก,Tak ,ภาคเหนือ,north,revenue_thai,110160000.0
2021-01-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,revenue_thai,257950000.0
2021-01-01,พะเยา,Phayao ,ภาคเหนือ,north,revenue_thai,38290000.0
2021-01-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,revenue_thai,166780000.0
2021-01-01,แพร่,Phrae ,ภาคเหนือ,north,revenue_thai,40150000.0
2021-01-01,ลำปาง,Lampang ,ภาคเหนือ,north,revenue_thai,154090000.0
2021-01-01,ลำพูน,Lamphun ,ภาคเหนือ,north,revenue_thai,43490000.0
2021-01-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,revenue_thai,100280000.0
2021-01-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,revenue_thai,43850000.0
2021-01-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,revenue_thai,46800000.0
2021-01-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,revenue_thai,57010000.0
2021-01-01,น่าน,Nan ,ภาคเหนือ,north,revenue_thai,29660000.0
2021-01-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,34720000.0
2021-01-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,341940000.0
2021-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,78780000.0
2021-01-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,67010000.0
2021-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,701810000.0
2021-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,203760000.0
2021-01-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,30950000.0
2021-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,87660000.0
2021-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,86900000.0
2021-01-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,100750000.0
2021-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,revenue_thai,64120000.0
2021-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,100640000.0
2021-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,71030000.0
2021-01-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,24060000.0
2021-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,265510000.0
2021-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,208140000.0
2021-01-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,81030000.0
2021-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,31690000.0
2021-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,28540000.0
2021-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,3700000.0
2022-01-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,revenue_thai,9642600000.0
2022-01-01,ลพบุรี,Lopburi ,ภาคกลาง,central,revenue_thai,313200000.0
2022-01-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,revenue_thai,722640000.0
2022-01-01,สระบุรี,Saraburi ,ภาคกลาง,central,revenue_thai,465600000.0
2022-01-01,ชัยนาท,Chainat ,ภาคกลาง,central,revenue_thai,74060000.0
2022-01-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,revenue_thai,277250000.0
2022-01-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,revenue_thai,53060000.0
2022-01-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,revenue_thai,46690000.0
2022-01-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,revenue_thai,197100000.0
2022-01-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,revenue_thai,130880000.0
2022-01-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,revenue_thai,188460000.0
2022-01-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,revenue_thai,45620000.0
2022-01-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,revenue_thai,396580000.0
2022-01-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,revenue_thai,145020000.0
2022-01-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,revenue_thai,1739600000.0
2022-01-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,revenue_thai,352180000.0
2022-01-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,revenue_thai,297790000.0
2022-01-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,revenue_thai,1723910000.0
2022-01-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,revenue_thai,2346990000.0
2022-01-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,revenue_thai,5152390000.0
2022-01-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,revenue_thai,268560000.0
2022-01-01,ตราด,Trat ,ภาคตะวันออก,east,revenue_thai,652870000.0
2022-01-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,revenue_thai,250870000.0
2022-01-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,revenue_thai,246400000.0
2022-01-01,ระยอง,Rayong ,ภาคตะวันออก,east,revenue_thai,617920000.0
2022-01-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,revenue_thai,195000000.0
2022-01-01,ภูเก็ต,Phuket ,ภาคใต้,south,revenue_thai,1341930000.0
2022-01-01,พัทลุง,Phatthalung ,ภาคใต้,south,revenue_thai,69740000.0
2022-01-01,ตรัง,Trang ,ภาคใต้,south,revenue_thai,238910000.0
2022-01-01,ระนอง,Ranong ,ภาคใต้,south,revenue_thai,99820000.0
2022-01-01,ชุมพร,Chumphon ,ภาคใต้,south,revenue_thai,230940000.0
2022-01-01,ปัตตานี,Pattani ,ภาคใต้,south,revenue_thai,40010000.0
2022-01-01,ยะลา,Yala ,ภาคใต้,south,revenue_thai,114610000.0
2022-01-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,revenue_thai,412600000.0
2022-01-01,นราธิวาส,Narathiwat ,ภาคใต้,south,revenue_thai,36680000.0
2022-01-01,กระบี่,Krabi ,ภาคใต้,south,revenue_thai,1500900000.0
2022-01-01,สงขลา,Songkhla ,ภาคใต้,south,revenue_thai,917690000.0
2022-01-01,พังงา,Phang Nga ,ภาคใต้,south,revenue_thai,286710000.0
2022-01-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,revenue_thai,979190000.0
2022-01-01,สตูล,Satun ,ภาคใต้,south,revenue_thai,488970000.0
2022-01-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,revenue_thai,91280000.0
2022-01-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,revenue_thai,2650110000.0
2022-01-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,revenue_thai,4503460000.0
2022-01-01,พิจิตร,Phichit ,ภาคเหนือ,north,revenue_thai,79070000.0
2022-01-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,revenue_thai,248030000.0
2022-01-01,ตาก,Tak ,ภาคเหนือ,north,revenue_thai,315380000.0
2022-01-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,revenue_thai,524620000.0
2022-01-01,พะเยา,Phayao ,ภาคเหนือ,north,revenue_thai,129940000.0
2022-01-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,revenue_thai,496720000.0
2022-01-01,แพร่,Phrae ,ภาคเหนือ,north,revenue_thai,147810000.0
2022-01-01,ลำปาง,Lampang ,ภาคเหนือ,north,revenue_thai,330120000.0
2022-01-01,ลำพูน,Lamphun ,ภาคเหนือ,north,revenue_thai,108950000.0
2022-01-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,revenue_thai,337390000.0
2022-01-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,revenue_thai,96450000.0
2022-01-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,revenue_thai,68000000.0
2022-01-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,revenue_thai,154770000.0
2022-01-01,น่าน,Nan ,ภาคเหนือ,north,revenue_thai,249610000.0
2022-01-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,51730000.0
2022-01-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,699510000.0
2022-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,140130000.0
2022-01-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,114680000.0
2022-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,733350000.0
2022-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,365620000.0
2022-01-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,30640000.0
2022-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,148250000.0
2022-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,61760000.0
2022-01-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,235950000.0
2022-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,revenue_thai,80370000.0
2022-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,115210000.0
2022-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,215540000.0
2022-01-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,104260000.0
2022-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,387350000.0
2022-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,248470000.0
2022-01-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,98590000.0
2022-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,33100000.0
2022-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,24690000.0
2022-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,14450000.0
2023-01-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,revenue_thai,14233350000.0
2023-01-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,revenue_thai,2438790000.0
2023-01-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,revenue_thai,357160000.0
2023-01-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,revenue_thai,3599450000.0
2023-01-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,revenue_thai,2551100000.0
2023-01-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,revenue_thai,237370000.0
2023-01-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,revenue_thai,316650000.0
2023-01-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,revenue_thai,547140000.0
2023-01-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,revenue_thai,124390000.0
2023-01-01,ชัยนาท,Chainat ,ภาคกลาง,central,revenue_thai,95310000.0
2023-01-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,revenue_thai,394990000.0
2023-01-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,revenue_thai,285630000.0
2023-01-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,revenue_thai,1179840000.0
2023-01-01,ลพบุรี,Lopburi ,ภาคกลาง,central,revenue_thai,485560000.0
2023-01-01,สระบุรี,Saraburi ,ภาคกลาง,central,revenue_thai,647010000.0
2023-01-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,revenue_thai,68710000.0
2023-01-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,revenue_thai,744160000.0
2023-01-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,revenue_thai,81980000.0
2023-01-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,revenue_thai,619170000.0
2023-01-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,revenue_thai,513330000.0
2023-01-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,revenue_thai,8788730000.0
2023-01-01,ตราด,Trat ,ภาคตะวันออก,east,revenue_thai,955060000.0
2023-01-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,revenue_thai,308550000.0
2023-01-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,revenue_thai,278990000.0
2023-01-01,ระยอง,Rayong ,ภาคตะวันออก,east,revenue_thai,1355130000.0
2023-01-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,revenue_thai,338610000.0
2023-01-01,กระบี่,Krabi ,ภาคใต้,south,revenue_thai,1559770000.0
2023-01-01,ชุมพร,Chumphon ,ภาคใต้,south,revenue_thai,290500000.0
2023-01-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,revenue_thai,627190000.0
2023-01-01,พังงา,Phang Nga ,ภาคใต้,south,revenue_thai,300910000.0
2023-01-01,ภูเก็ต,Phuket ,ภาคใต้,south,revenue_thai,1629960000.0
2023-01-01,ระนอง,Ranong ,ภาคใต้,south,revenue_thai,115420000.0
2023-01-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,revenue_thai,1766470000.0
2023-01-01,ตรัง,Trang ,ภาคใต้,south,revenue_thai,340140000.0
2023-01-01,นราธิวาส,Narathiwat ,ภาคใต้,south,revenue_thai,58200000.0
2023-01-01,ปัตตานี,Pattani ,ภาคใต้,south,revenue_thai,48830000.0
2023-01-01,พัทลุง,Phatthalung ,ภาคใต้,south,revenue_thai,88390000.0
2023-01-01,ยะลา,Yala ,ภาคใต้,south,revenue_thai,134470000.0
2023-01-01,สงขลา,Songkhla ,ภาคใต้,south,revenue_thai,969530000.0
2023-01-01,สตูล,Satun ,ภาคใต้,south,revenue_thai,499800000.0
2023-01-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,revenue_thai,3896000000.0
2023-01-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,revenue_thai,5459460000.0
2023-01-01,น่าน,Nan ,ภาคเหนือ,north,revenue_thai,352580000.0
2023-01-01,พะเยา,Phayao ,ภาคเหนือ,north,revenue_thai,197840000.0
2023-01-01,แพร่,Phrae ,ภาคเหนือ,north,revenue_thai,267180000.0
2023-01-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,revenue_thai,417660000.0
2023-01-01,ลำปาง,Lampang ,ภาคเหนือ,north,revenue_thai,492180000.0
2023-01-01,ลำพูน,Lamphun ,ภาคเหนือ,north,revenue_thai,152140000.0
2023-01-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,revenue_thai,135540000.0
2023-01-01,ตาก,Tak ,ภาคเหนือ,north,revenue_thai,645050000.0
2023-01-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,revenue_thai,497370000.0
2023-01-01,พิจิตร,Phichit ,ภาคเหนือ,north,revenue_thai,111620000.0
2023-01-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,revenue_thai,729530000.0
2023-01-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,revenue_thai,806260000.0
2023-01-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,revenue_thai,222960000.0
2023-01-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,revenue_thai,142120000.0
2023-01-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,revenue_thai,138590000.0
2023-01-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,57120000.0
2023-01-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,918550000.0
2023-01-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,233880000.0
2023-01-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,82650000.0
2023-01-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,63820000.0
2023-01-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,367310000.0
2023-01-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,203090000.0
2023-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,261810000.0
2023-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,21830000.0
2023-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,624630000.0
2023-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,140890000.0
2023-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,1120090000.0
2023-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,617300000.0
2023-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,222420000.0
2023-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,37170000.0
2023-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,137510000.0
2023-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,revenue_thai,79530000.0
2023-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,180950000.0
2023-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,25170000.0
2023-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,revenue_thai,293390000.0
2019-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,revenue_thai,24574000000.0
2019-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,revenue_thai,431320000.0
2019-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,revenue_thai,861310000.0
2019-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,revenue_thai,290070000.0
2019-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,revenue_thai,96300000.0
2019-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,revenue_thai,352190000.0
2019-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,revenue_thai,70410000.0
2019-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,revenue_thai,115080000.0
2019-02-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,revenue_thai,383270000.0
2019-02-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,revenue_thai,176260000.0
2019-02-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,revenue_thai,279520000.0
2019-02-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,revenue_thai,166090000.0
2019-02-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,revenue_thai,272950000.0
2019-02-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,revenue_thai,306530000.0
2019-02-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,revenue_thai,2258470000.0
2019-02-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,revenue_thai,310000000.0
2019-02-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,revenue_thai,443350000.0
2019-02-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,revenue_thai,1781620000.0
2019-02-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,revenue_thai,2207630000.0
2019-02-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,revenue_thai,4304150000.0
2019-02-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,revenue_thai,677350000.0
2019-02-01,ตราด,Trat ,ภาคตะวันออก,east,revenue_thai,895960000.0
2019-02-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,revenue_thai,751880000.0
2019-02-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,revenue_thai,415100000.0
2019-02-01,ระยอง,Rayong ,ภาคตะวันออก,east,revenue_thai,1994330000.0
2019-02-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,revenue_thai,505090000.0
2019-02-01,ภูเก็ต,Phuket ,ภาคใต้,south,revenue_thai,6681990000.0
2019-02-01,พัทลุง,Phatthalung ,ภาคใต้,south,revenue_thai,178250000.0
2019-02-01,ตรัง,Trang ,ภาคใต้,south,revenue_thai,1085700000.0
2019-02-01,ระนอง,Ranong ,ภาคใต้,south,revenue_thai,330560000.0
2019-02-01,ชุมพร,Chumphon ,ภาคใต้,south,revenue_thai,443940000.0
2019-02-01,ปัตตานี,Pattani ,ภาคใต้,south,revenue_thai,79580000.0
2019-02-01,ยะลา,Yala ,ภาคใต้,south,revenue_thai,43970000.0
2019-02-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,revenue_thai,1010990000.0
2019-02-01,นราธิวาส,Narathiwat ,ภาคใต้,south,revenue_thai,88330000.0
2019-02-01,กระบี่,Krabi ,ภาคใต้,south,revenue_thai,5225450000.0
2019-02-01,สงขลา,Songkhla ,ภาคใต้,south,revenue_thai,2997400000.0
2019-02-01,พังงา,Phang Nga ,ภาคใต้,south,revenue_thai,705660000.0
2019-02-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,revenue_thai,1480180000.0
2019-02-01,สตูล,Satun ,ภาคใต้,south,revenue_thai,1467050000.0
2019-02-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,revenue_thai,121490000.0
2019-02-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,revenue_thai,2145040000.0
2019-02-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,revenue_thai,6472950000.0
2019-02-01,พิจิตร,Phichit ,ภาคเหนือ,north,revenue_thai,123520000.0
2019-02-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,revenue_thai,320900000.0
2019-02-01,ตาก,Tak ,ภาคเหนือ,north,revenue_thai,610160000.0
