name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
"Convenient MRT access , built in 1BR ratchda Rama9",Amornsukh,Din Daeng,13.76475,100.56816,Entire home/apt,1800,30,16,269
1 lovey BR & balcony Nice city view & next to BTS,Magic,Khlong San,13.7193,100.49405,Entire home/apt,1300,29,33,347
"【ASOK STUDIO】5min BTS, POOL, WIFI, Desk, Netflix",N'Dee,Khlong Toei,13.73653,100.5594,Entire home/apt,2509,1,23,5
"【BANGKOK 2BR】near BTS ASOK, Smart TV, Free Netflix",N'Dee,Khlong Toei,13.7386,100.55794,Entire home/apt,4851,1,23,318
only 200 m from BTS Onnut - 1 bedroom,Modcho,Phra Khanong,13.70413,100.60383,Entire home/apt,800,1,1,237
Best view condo - very close to the BTS skytrain,Thanisorn,Thon buri,13.72044,100.49234,Entire home/apt,1339,4,1,44
Deluxe 1-Bed Condo 5min walk to MRT & Airport Link,Matthieu,Din Daeng,13.75527,100.56481,Entire home/apt,900,365,1,365
Bangkok BTS：Punnawithi，The Link Sukhumvit64，二室二厅二卫,George,Phra Khanong,13.68739,100.60523,Entire home/apt,1099,90,40,364
Priscilla House Bangkok - 5 minutes to Wat Arum-,Prisana,Bangkok Yai,13.746552,100.484619,Private room,1900,1,1,340
"NEW: 5min BTS Asok - 1B1B, Cozy, Spacious 1",Pimboon,Khlong Toei,13.734767,100.56266,Entire home/apt,2286,2,7,288
Luxury Condominium Room in BBK's CBD,Alissa,Sathon,13.71754,100.53421,Private room,581,180,1,365
Bestdeal1bed/1mintoBTSUdomsuk/thai streetfood area,Phunlap Khohawanon,Bang Na,13.67989,100.61112,Entire home/apt,960,14,2,365
MRT拉玛九5min摆渡车中国大使馆650m一室一厅高端花园公寓可月租,Ideomobi,Din Daeng,13.76367,100.55934,Entire home/apt,2746,1,28,79
1 bedroom condo 5mins walk to BTS @ center of Ari,Erina,Phaya Thai,13.7793,100.54274,Entire home/apt,1200,14,1,67
TAMNI | No.302 | 1min walk to Subway,Tan,Parthum Wan,13.73839,100.51786,Private room,3748,1,14,81
Embassy prime location with rooftop garden view,Amornsukh,Parthum Wan,13.74268,100.54655,Entire home/apt,1500,30,16,340
"Shared house, private room with AC and kitchen",Patsiri,Pra Wet,13.69089,100.63995,Private room,350,20,15,179
Private Luxury 1 Bedroom Condo by Chao-Praya River,Vorasak,Khlong San,13.72265,100.51074,Entire home/apt,3800,30,1,365
1 bedroom condo with pool view,Kany,Suanluang,13.73449,100.61763,Entire home/apt,990,1,1,163
ASOK 1brApt Sukhumvit BTS/MRT Terminal21/POOL/WIFI,Joseph,Vadhana,13.74001,100.56695,Entire home/apt,2571,30,37,143
ASOK 1bApt Sukhumvit BTS/MRT/Terminal21/Emquartier,Joseph,Vadhana,13.73812,100.56576,Entire home/apt,2571,30,37,176
ASOK 1BR Sukhumvit BTS/MRT Emquartier/Terminal21,Joseph,Vadhana,13.73813,100.56751,Entire home/apt,2571,28,37,0
ASOK 2BR Emquartier/Terminal21 Sukhumvit BTS/MRT,Joseph,Vadhana,13.74016,100.56536,Entire home/apt,5000,30,37,163
ASOK 2BR Bangkok Sukhumvit BTS/MRT 4PPL Emquartier,Joseph,Vadhana,13.73828,100.56584,Entire home/apt,5000,30,37,0
T5 26F pool  gym WiFi  BTS   EM Shopping   park24,Sophia,Khlong Toei,13.724997,100.567291,Entire home/apt,1700,1,39,358
b1014,Ideomobi,Bang Khen,13.87867,100.59977,Entire home/apt,1971,1,28,103
Cozy and private loft house. Near BTS onnut,Poowanut,Khlong Toei,13.708718,100.599136,Entire home/apt,2179,1,1,321
5mSkytrainBTS Sukhumvit NiceClean 1 Bed@CoffeeCafe,Sujira,Khlong Toei,13.7127,100.59418,Private room,757,1,25,358
5mSkytrainBTS Sukhumvit NiceCleanBed&CoffeeCafeFl1,Sujira,Khlong Toei,13.71131,100.5935,Private room,757,1,25,351
Wyndham Sukhumvit 42 1 BR 250m. from BTS Skytrain,Montri,Khlong Toei,13.71598,100.58576,Private room,798,365,1,0
Escape Condo,บวร,Phra Khanong,13.68423,100.62764,Private room,850,1,1,365
"350m BTS in Sukhumvit, Lovely 1Bed CoffeeCafe@1Fl.",Sujira,Khlong Toei,13.71108,100.5921,Private room,750,1,25,299
"Heritage Shophouse in Chinatown, BKK no.2/2",Dr. Piyamas,Samphanthawong,13.73732,100.51378,Private room,950,1,11,327
Ladprao Studio - 32 sqm,Baan Pirawit,Wang Thong Lang,13.79251,100.59479,Private room,500,30,20,324
7D-3Bedrooms/2Baths near MRT/BTS Downtown Bangkok,Dr. Supot,Vadhana,13.746123,100.558868,Entire home/apt,7759,2,15,175
3 bed room apartment mid of Sathorn.,Klai,Sathon,13.72085,100.53184,Private room,5500,3,2,172
"New Apartment near Chaophaya, Sirinthorn Station",Natcha,Bang Phlat,13.7842,100.4975,Private room,500,1,1,365
4 Bedrooms in townhome ~ with free parking lot,Namida,Lak Si,13.8667,100.55493,Entire home/apt,2000,1,1,361
"River-view studio-type condo near MRT, Mall & Food",Alissara,Bang Sue,13.80763,100.52126,Entire home/apt,416,28,1,282
Kai&Bell Minimal Duplex Penthouse on Thonglor,Amornthep,Vadhana,13.73412,100.5835,Entire home/apt,3500,5,1,134
Cheerful shared residential home with kitchen,Patsiri,Pra Wet,13.68935,100.63998,Private room,350,1,15,365
⭐ Voyager Jem studio | Lumpini park view+ Netflix⭐,Natalie,Parthum Wan,13.73904,100.54168,Entire home/apt,1380,21,13,312
35平米一室一厅低层静谧花园景观,Ideomobi,Din Daeng,13.7652,100.56123,Entire home/apt,5000,1,28,54
5mBTS NiceCharming 1Bed-Sukhumvit &CoffeCafe Fl.1,Sujira,Khlong Toei,13.7115,100.59453,Private room,671,1,25,312
One bedroom 65 sq.m. in Sukhumvit Soi 33,Pracha,Vadhana,13.73275,100.56895,Private room,2650,1,2,171
Claire home BTS Sai Yui line saphanmai  Bangkok,玉瑛,Bang Khen,13.88789,100.60374,Entire home/apt,900,7,1,243
Estra Biss คอนโดสไตล์รีสอร์ทที่จะทำให้คุณได้พักผ่อนอย่างเต็มที่,เจริญ,Min Buri,13.81323,100.71309,Private room,850,3,1,0
5mBTS Sukhumvit DNiceClean1Bedroom&CoffeeCafe1Fl.,Sujira,Khlong Toei,13.71105,100.59336,Private room,850,1,25,331
20%OFF Deal 850 per night! one bed#2 @Phetkasemt,Jang Kanyanat,Bang Khae,13.70872,100.3829,Entire home/apt,850,12,5,147
5mBTS in Sukhumvit DNiceCleanRoom&CoffeeCafe Fl.1.,Sujira,Khlong Toei,13.71155,100.5918,Private room,850,1,25,341
5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.B,Sujira,Khlong Toei,13.71322,100.59373,Private room,729,1,25,323
5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.C,Sujira,Khlong Toei,13.71109,100.59355,Private room,671,1,25,299
5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.E,Sujira,Khlong Toei,13.71269,100.59404,Private room,804,1,25,347
5mBTS in Sukhumvit DNiceCleanRoom&CoffeeCafe Fl.1B,Sujira,Khlong Toei,13.71183,100.59213,Private room,1136,1,25,364
5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.D,Sujira,Khlong Toei,13.71157,100.59187,Private room,854,1,25,358
5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.F,Sujira,Khlong Toei,13.71286,100.59409,Private room,806,1,25,330
S40 อพาร์ตเมนต์ซอยพหลโยธิน 40 อยู่ใกล้ BTSม.เกษตร,Daily,Chatu Chak,13.845286,100.579247,Private room,750,1,1,365
★Wonderful 1BR★BTS Asok/MRT Sukhumvit★Terminal21★,Ludoping,Khlong Toei,13.73428,100.55832,Entire home/apt,1870,5,56,163
UrbanBkk,Gregory,Huai Khwang,13.74756,100.58877,Entire home/apt,2500,1,1,332
Newly Premium Condo near MRT-BL14 Central Ladprao,Sunny,Chatu Chak,13.80984,100.56348,Entire home/apt,1600,6,11,346
T6 16FShopping center   pool WiFi EM park24,Sophia,Khlong Toei,13.725515,100.565453,Entire home/apt,1270,1,39,320
T6 15FAmazing pool CBD  wifi EM sopping BTS,Sophia,Khlong Toei,13.72413,100.56568,Entire home/apt,1220,1,39,307
Nara Suite Residence ★601★,Amb Ville,Yan na wa,13.69888,100.53341,Private room,1190,1,25,284
Nara Suite Residence ★604★,Amb Ville,Yan na wa,13.701,100.53476,Private room,1190,1,25,271
Ladprao Suite - 40 sqm 1,Baan Pirawit,Huai Khwang,13.79649,100.58777,Private room,583,30,20,180
Luxury high rise Condo in Thonglo with serviced,Giff,Vadhana,13.73254,100.58329,Entire home/apt,3429,5,4,329
3B中文No Guest Service Fee@Nana Asok/Soi11 Nightlife,Jj,Vadhana,13.74666,100.5591,Entire home/apt,1014758,30,10,75
Chapter One Eco Condo,Tananchanok,Huai Khwang,13.772,100.58422,Private room,770,30,1,290
"//Cozy Studio with Amazing Pool and gym,near BTS",Moritz,Phra Khanong,13.68515,100.60335,Entire home/apt,590,28,2,65
PASSA Hotel | Charming Superior Twins Bed,N B Real Estate,Bang Rak,13.72766,100.53713,Private room,3977,1,4,305
3A- 2BEDROOMS ENSUITED/ 3BATHS @ DOWNTOWN BANGKOK,Dr. Supot,Vadhana,13.746123,100.558868,Entire home/apt,4941,2,15,177
PASSA Hotel | Charming Deluxe Twins Bed | Bathtub,N B Real Estate,Bang Rak,13.72617,100.53495,Private room,5720,1,4,303
2 Bedroom Unit minimal and homey in Thonglor,Lek,Khlong Toei,13.72329,100.57928,Entire home/apt,2886,3,5,124
Opal House 2BR @BTS Mor Chit(N8)(BL13) Fl.1  中文｜日本,Thapanee,Chatu Chak,13.79602,100.5573,Entire home/apt,1500,3,6,143
PASSA Hotel | Charming Superior Super King Bed,N B Real Estate,Bang Rak,13.72755,100.5367,Private room,3925,1,4,305
"Bangkok Sook-San, Sukhumvit-Asoke 203",Harnpon,Khlong Toei,13.72493,100.56357,Entire home/apt,1257,1,15,340
"Bangkok Sook-San, Sukhumvit-Asoke 204",Harnpon,Khlong Toei,13.72591,100.5638,Entire home/apt,1143,1,15,348
"Bangkok Sook-San, Sukhumvit-Asoke 205",Harnpon,Khlong Toei,13.7239,100.56518,Entire home/apt,1114,1,15,351
"Bangkok Sook-San, Sukhumvit-Asoke 207",Harnpon,Khlong Toei,13.72441,100.56541,Entire home/apt,1114,1,15,81
"Bangkok Sook-San, Sukhumvit-Asoke 210",Harnpon,Khlong Toei,13.72394,100.56372,Entire home/apt,1143,1,15,359
Temple View Studio in Chinatown 350 m from MRT,Pat,Samphanthawong,13.73875,100.50841,Entire home/apt,690,2,1,0
Nooch'Garden&House 2,Nooch'Garden&House,Taling Chan,13.78474,100.44179,Private room,850,1,2,365
Luxury Service Apartment - One Bedroom,Vivi,Vadhana,13.72859,100.57894,Private room,3929,1,3,274
INSPIRE PLACE (ABAC HUAMARK-RAMKAMHAENG),ทวีสิงห์,Bang Kapi,13.75577,100.62732,Private room,636,4,10,363
Luxury Service Apartment - Two Bedroom,Vivi,Vadhana,13.72802,100.58033,Entire home/apt,6771,1,3,300
Luxury Service Apartment - Three Bedroom,Vivi,Vadhana,13.72859,100.57984,Entire home/apt,10429,1,3,223
"🖤COZY & ARTISTIC, 4BR, 4R, Nana BTS,10MintoSiam",Shirley,Khlong Toei,13.73534,100.553993,Entire home/apt,6286,1,2,128
Nooch'Garden&House,Nooch'Garden&House,Taling Chan,13.78348,100.44161,Private room,850,1,2,365
RETROPOLITAN > Conserved Shophouse > Old Town Area,Tor,Phra Nakhon,13.75755,100.50307,Entire home/apt,2771,2,3,282
3 BD - Luxury Thai Villa in Sukumvit 24,Tontrakun,Khlong Toei,13.720816612243652,100.56604766845705,Entire home/apt,14971,365,3,350
2 BD - Luxury Thai Villa in Sukumvit 24,Tontrakun,Khlong Toei,13.720816612243652,100.56604766845705,Entire home/apt,12614,365,3,363
T5 19F azming pool gym BTS 5mins to siam,Sophia,Khlong Toei,13.725178,100.565529,Entire home/apt,1214,1,39,353
长租天空泳池度假高空河景房,Ideomobi,Bang Phlat,13.78743,100.50173,Entire home/apt,3000,45,28,100
จิตราภา แมนชั่น (Jitrapar Mansion),ปัณณทัศน์,Vadhana,13.74215,100.58258,Private room,650,30,1,365
Perfect location# Pool(50F)#Gym@Sukhumvit 24(533),Weeraya,Khlong Toei,13.72386,100.56576,Entire home/apt,2210,2,35,57
★Deluxe 1BR★BTS Asok/MRT Sukhumvit★Terminal 21★,Ludoping,Khlong Toei,13.73447,100.55901,Entire home/apt,1760,5,56,94
Long term Only 仅长租CBD大三居Rama9拉玛九3bedroom2bathroom,Ideomobi,Huai Khwang,13.76072,100.56846,Entire home/apt,6551,1,28,200
"1-Bed Condo in Bangkok, Phasi Chareon,  Near BTS",Ekavut,Phasi Charoen,13.722722,100.462227,Private room,650,1,1,365
月租|50%26F两房一厅全景落地窗看日出日落超级美/bts mrt 4min/大厨房/餐厅/客厅/,Magic,Din Daeng,13.75838,100.56504,Entire home/apt,3266,29,33,357
3-BTS Thong Lo free swimming pool and gym,Hi Gravity,Khlong Toei,13.71823,100.57742,Entire home/apt,1581,3,45,240
【曼谷核心区域轻奢一居公寓】毗邻购物中心和各大网红餐饮店/楼下即7-11/泰国小吃街/生活便利安全,M-In,Vadhana,13.74119,100.59096,Entire home/apt,935,28,6,259
6F22#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Vadhana,13.74697,100.55519,Entire home/apt,2759,1,49,71
LUX corner unit in the coolest neighbourhood!,Dalia,Vadhana,13.73323,100.58186,Entire home/apt,3450,5,1,155
Superior Studio Center Bangkok / Near BTS,Alexandre Vincent Pierre,Khlong San,13.7166,100.49893,Entire home/apt,1344,1,9,177
6F23#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Ratchathewi,13.74861,100.55545,Entire home/apt,3137,1,49,48
6F25#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Ratchathewi,13.74877,100.55592,Entire home/apt,2877,1,49,83
"P4 - Lovely 2BR 3 Queen Beds, Family Choice, BTS!",Sara,Phaya Thai,13.79157,100.54607,Entire home/apt,2471,4,22,142
6F29#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Vadhana,13.74691,100.55517,Entire home/apt,2880,1,49,63
Little Princess 1 bedroom (river view),Nundhaputt,Bang Sue,13.80845,100.52334,Entire home/apt,620,30,1,265
Luxury Stay for Family at A Sleep Bangkok Sathorn,Zuzu,Sathon,13.71917,100.52861,Private room,2489,1,30,338
Superior Studio City Center / Near BTS / Free WIFI,Alexandre Vincent Pierre,Ratchathewi,13.75664,100.54393,Entire home/apt,1290,1,9,167
Weekly・7F40#Pool&BTS Nana&MRT Sukhumvit&Max2ppl,Mike,Vadhana,13.74708,100.55691,Entire home/apt,3009,3,49,32
Fully-furnished 2 bedroom entire condo,Serene,Ratchathewi,13.7548,100.56195,Entire home/apt,1500,30,1,332
"P2 - Cozy 2BR 3 Queen Beds, Family Choice, BTS!",Sara,Phaya Thai,13.79298,100.54618,Entire home/apt,2700,4,22,140
"P3 - Modern 2BR 3 Queen Beds, Family Choice, BTS!",Sara,Phaya Thai,13.79212,100.54591,Entire home/apt,2900,3,22,141
Bangkok Nest ※ 5min ASOK ※ Skypool ※ Netflix ※ LED,N'Dee,Khlong Toei,13.73821,100.55784,Entire home/apt,3226,1,23,9
5min toBTS Nice1Bed@Sukhumvit with CoffeeCafe Fl.1,Sujira,Khlong Toei,13.71259,100.59416,Private room,1043,2,25,323
Newly renovated private bedroom at Sathron area,Piphat,Sathon,13.7208,100.54914,Private room,1286,1,26,351
"Private room in central area, close to MRT station",Piphat,Sathon,13.72092,100.54882,Private room,1286,1,26,364
Hap@sathron private room at Sathron area,Piphat,Sathon,13.71978,100.54739,Private room,1286,1,26,364
Hap@sathorn near Lumpini MRT Station,Piphat,Sathon,13.72112,100.54842,Private room,1286,1,26,364
Hap@Sathron private room at center area,Piphat,Sathon,13.71923,100.54919,Private room,1286,1,26,364
Hap@sathron private room with private bathroom,Piphat,Sathon,13.71905,100.54844,Private room,1286,1,26,364
Entire Townhouse 2bedrooms with Pool& Gym,Noonie,Wang Thong Lang,13.7596,100.61234,Entire home/apt,1800,1,1,0
Charming 1BR Near Terminal21 Asok Rooftop Pool Gym,Ken-Bambu,Khlong Toei,13.735666,100.557945,Entire home/apt,2500,2,48,22
Prime area of NaNa,Good Service,Ratchathewi,13.74888,100.55655,Entire home/apt,1902,14,7,334
4楼曼谷市中心/两卧家庭公寓/日式风格/近bts asok /双轨交汇出行便利/靠近nana酒吧街,Wilson,Khlong Toei,13.73735,100.55864,Entire home/apt,3343,2,29,206
2 bedrooms serviced apartment in center Bangkok,Pornchanok,Ratchathewi,13.760971,100.537811,Entire home/apt,2900,1,2,353
Premiere Suite 2 @ Oriental Ratchada,Chieanchai,Din Daeng,13.77231,100.57,Entire home/apt,1499,2,22,357
SO Lively : A tidy room with pantry in Silom area,Bank,Bang Rak,13.7244,100.51991,Entire home/apt,1029,1,19,173
SO Comfy : A lovely room near Silom Center,Bank,Bang Rak,13.72442,100.51991,Entire home/apt,609,1,19,123
7F37#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4,Mike,Vadhana,13.74705,100.55556,Entire home/apt,5114,1,49,47
Lovely Breezy Suites Next to St Food&Night Life,Max,Vadhana,13.74656,100.55747,Entire home/apt,2100,30,36,139
อนิตา เกรสรูม,Pisann,Thon buri,13.73025,100.49069,Private room,485,1,1,365
"Private condo, Spacious room with swiming pool&gym",Rapinnipa,Bang Na,13.66522,100.63642,Private room,690,2,1,68
Grand Deluxe Breakfast Free Wi-Fi Sukhumvit 15,Dararat,Vadhana,13.74543,100.55744,Private room,4650,1,4,355
Penthouse w incredible city view @Sukhumvit/中文服务,Eugene,Vadhana,13.74039,100.56338,Entire home/apt,5142,3,2,0
Stylish Family Suite at Metro Hotel Ratchada 36,Zuzu,Chatu Chak,13.8211,100.57768,Private room,1333,1,30,323
TAMNI | No.311 | 1min walk to Subway,Tan,Parthum Wan,13.738411,100.517876,Private room,3223,1,14,109
TAMNI | No.312 | 1min walk to Subway,Tan,Parthum Wan,13.738421,100.517899,Private room,3163,1,14,83
Premier Breakfast BTS Terminal21 Sukhumvit 15,Dararat,Vadhana,13.7443,100.55926,Private room,4850,1,4,355
Family Room Breakfast BTS Sky Train Sukhumvit 15,Dararat,Vadhana,13.7447,100.55766,Private room,6950,1,4,355
4B No Guest Service Fee@NIST Nana Asok BKK Center,Jj,Vadhana,13.74712,100.55906,Entire home/apt,1664,30,10,52
Family Suite 2 Bedroom in Rama 9 & Night Shopping,Kritsana,Din Daeng,13.755749,100.563263,Entire home/apt,2119,1,6,120
MRT Subway Wat Mangkon COZY condominium#10,K,Samphanthawong,13.74069,100.51141,Entire home/apt,969,1,89,328
MRT Subway Wat Mangkon COZY condominium #11,K,Pom Prap Sattru Phai,13.74263,100.51177,Entire home/apt,969,1,89,360
"Lovely room, GREAT for monthly stay dis 80%",Atchara,Bang Kapi,13.76518,100.6455,Private room,1600,1,12,164
MRT Subway Wat Mangkon COZY condominium#12,K,Pom Prap Sattru Phai,13.74216,100.51191,Entire home/apt,969,1,89,360
MRT Subway Wat Mangkon COZY condominium#13,K,Pom Prap Sattru Phai,13.74267,100.51218,Entire home/apt,969,1,89,359
Popular RM in BKK GREAT for monthly 80% off,Atchara,Bang Kapi,13.76552,100.6476,Private room,1600,1,12,155
MRT Subway Wat Mangkon COZY condominium#14,K,Samphanthawong,13.7406,100.51073,Entire home/apt,969,1,89,360
MRT Subway Wat Mangkon COZY condominium#15,K,Pom Prap Sattru Phai,13.74098,100.51224,Entire home/apt,969,1,89,361
"3mins walk to BTS Bangchak stn ,1 bedroom,pool,gym",Patty,Phra Khanong,13.69501,100.60638,Entire home/apt,1050,30,39,272
Opal House202@BTS Bangwah Station(S12) (BL34)日本 中文,Opal,Phasi Charoen,13.71501,100.45498,Entire home/apt,1063,1,15,331
3F blossom 酒店式公寓一室一厅/BTS / Wi-Fi 泳池免费/摩天輪/ 市中心,Shin,Sathon,13.709604,100.520706,Entire home/apt,971,1,21,111
The nest sukhumvit 64 พร้อมอยู่,Preiw,Phra Khanong,13.69006,100.60327,Private room,700,2,1,365
E7/Silom/BTS surasak/ POOL view/Asiatique/Siam,Shin,Sathon,13.709604,100.520706,Entire home/apt,1000,1,21,105
"Happy Room with City skyline view, 1step to BTS",Nui,Chatu Chak,13.856102,100.584625,Entire home/apt,787,3,22,104
Modern studio close to skytrain and shopping malls,Meechai,Khlong Toei,13.724517,100.565033,Entire home/apt,1275,20,2,325
★Beautiful 1BR★BTS Asok/MRT Sukhumvit★Terminal 21★,Ludoping,Khlong Toei,13.73623,100.55864,Entire home/apt,1791,5,56,335
Spacious 2-bed suite with gym and pool,Pui Man,Bang Na,13.66414,100.61692,Entire home/apt,5786,1,4,349
บ้านหลังใหญ่300 ตร.ม พร้อมที่จอดรถและFitnessส่วนตัว,Rungtip,Bang Khen,13.86826,100.61328,Entire home/apt,2899,2,1,249
"Good View in Bangkok, Close to BTS Thonglor",Charinee,Khlong Toei,13.725147,100.574799,Private room,799,25,4,330
Breezy Condo Next To St Food&Night Life: XIII,Max,Vadhana,13.74777,100.55863,Entire home/apt,1200,30,36,0
T5 10F park24New​Luxury​ BTS​ Phromphong​,Sophia,Khlong Toei,13.725023317506531,100.56839671068902,Entire home/apt,1657,1,39,360
T5 10F pool and gym  BTS WiFi park24,Sophia,Khlong Toei,13.72529,100.56561,Entire home/apt,1578,1,39,358
T5 7F Amazing pool  beautiful ins room and gym,Sophia,Khlong Toei,13.725335,100.565598,Entire home/apt,1357,1,39,361
"HOT DEAL!  Near BITEC bangna , 2 mins BTS Bangna",Nattarat,Bang Na,13.66425,100.60332,Private room,890,2,3,321
地铁2分钟，商场超市2分钟，新房特惠（含水电费）,丝竹,Bang Sue,13.81966,100.53337,Entire home/apt,497,28,11,64
Dok mai khao with style in the heart of BKK,Intira,Pom Prap Sattru Phai,13.7498,100.514389,Private room,1495,1,4,365
Bangkok Centre - Near Asoke Nana station,Bee,Vadhana,13.73919,100.56323,Entire home/apt,1600,10,9,87
Lai Rod Nam with style in the heart of BKK,Intira,Pom Prap Sattru Phai,13.7498,100.514389,Private room,1495,1,4,365
Baii Mai Thai with style in the heart of BKK,Intira,Pom Prap Sattru Phai,13.7498,100.514389,Private room,1495,1,4,358
Brand new apt close to Central rama9,Thanida,Huai Khwang,13.75635,100.58232,Private room,1500,20,1,365
ห้องพักหรูใจกลางเมือง ย่านทองหล่อ พร้อมสระว่ายน้ำ,RoomQuest,Khlong Toei,13.71997,100.57481,Private room,900,1,12,364
Lovely 1BR w/pool 3 mins walk to MRT&Shopping mall,Windy,Huai Khwang,13.75444,100.56782,Entire home/apt,1499,30,37,116
Asoke♥100Sqm. 2BR w/Walk-In closet-5m MRT&Shopping,Windy,Vadhana,13.74665,100.56159,Entire home/apt,3149,30,37,117
T5 15F Luxury condo park24 pool Wi-Fi and gym,Sophia,Khlong Toei,13.724062,100.565842,Entire home/apt,1519,1,39,351
5minBTS 1Bed NiceClean.Sukhumvit&CoffeeCafe Fl.1,Sujira,Khlong Toei,13.71075,100.59249,Private room,671,1,25,325
T618F  near BTS Phromphong pool WiFi gym  park24,Sophia,Khlong Toei,13.724199,100.565514,Entire home/apt,1314,1,39,361
Very nice and brand new apartment in Bangkok,Hugo,Vadhana,13.74097,100.59088,Entire home/apt,1000,365,1,363
"River view,High floor with rooftop pool and gym.",Nuttawadee,Bang Sue,13.81111,100.52135,Entire home/apt,795,3,1,206
PASSA Hotel | Charming Deluxe XLKing Bed | Bathtub,N B Real Estate,Bang Rak,13.72767,100.53464,Private room,5805,1,4,303
T5 18 Amazing pool and gym WiFi  NearBTS  the mall,Sophia,Khlong Toei,13.72419,100.56576,Entire home/apt,1200,1,39,347
T5 9F 豪华网红公寓 near BTS Wi-Fi gym pool   city View,Sophia,Khlong Toei,13.724498,100.56591,Entire home/apt,1643,1,39,357
The Promenade Hotel,Virunthep,Khlong Toei,13.73647,100.55521,Private room,1250,1,2,345
"Nice room ,co-working,relaxing swimming pool",Maliwan Orsanthia,Phasi Charoen,13.71491,100.4455,Entire home/apt,964,6,1,334
T6 12FLuxury condo are close to the BTS WiFi pool,Sophia,Khlong Toei,13.724494,100.565979,Entire home/apt,1309,1,39,348
正大101 luxury condo 3mims BTS mall near,Sophia,Bang Na,13.683886,100.611794,Entire home/apt,900,15,39,311
PERFECT RM for monthly close to The Mall Bangkapi,Atchara,Bang Kapi,13.76858,100.64715,Private room,1600,1,12,306
Luxury condo 2 Bedroom near MRT RAMA9 & JODD FAIRS,Kritsana,Din Daeng,13.755749,100.563263,Entire home/apt,1976,1,6,125
Three story secure townhouse w a/c and parking!,Kal,Chom Thong,13.67116,100.45763,Entire home/apt,1671,15,1,135
"Roomy, new 5 mins to MRT Pasrijarean, wifi, pool",Amy,Phasi Charoen,13.71387,100.43122,Entire home/apt,900,5,10,281
Cozy 1 BR condo with living room near MRT and Mall,JingRong,Bang Sue,13.80645,100.52053,Entire home/apt,1500,31,1,363
New Condo 1BR/10min BTS Onnut/Free Netflix & Wifi,Jessada,Khlong Toei,13.703938,100.59301,Entire home/apt,513,29,2,256
"鄰近punnawithi bts全新公寓+netflix,包括水電費",Jin FU,Phra Khanong,13.69159,100.61208,Entire home/apt,921,28,9,351
"Room near BTS, Bitec Bangna,Sukhumvit64, Free wifi",Darinkwan,Bang Na,13.673927,100.601425,Private room,690,10,1,314
"NEW: 5 min BTS Asok - Studio, Stylish, Comfy (N)",Pimboon,Khlong Toei,13.734767,100.56266,Entire home/apt,1514,1,7,332
Lovely Condo with a pool next to a Community Mall.,Jenisara,Suanluang,13.70993,100.61086,Private room,813,30,3,108
T5  19F City view 5minsto BTS  5mins toAsoke  siam,Sophia,Khlong Toei,13.724458,100.565681,Entire home/apt,1314,1,39,353
1 Bedroom Ekkamai 22,Pracha,Vadhana,13.73434,100.59316,Private room,1500,60,2,139
"Noble condo-2 Bedroom Condo,Sky Pool. BTS Asok",Joy,Vadhana,13.74179,100.559,Entire home/apt,2356,1,1,65
Modern 2Bed Apartment in Sathorn Greenery Resort,Olivier,Sathon,13.71105,100.51893,Entire home/apt,2200,3,1,340
辉煌华人区中国大使馆两房55平米长租公寓,Ideomobi,Din Daeng,13.76426,100.5613,Entire home/apt,4500,1,28,91
Cozy 1 BR Green Condo III @ Punnawithi BTS,Gene,Phra Khanong,13.69233,100.6132,Entire home/apt,679,25,5,302
Exclusive room @Sukhumvit area,Kate,Khlong Toei,13.71155,100.59406,Private room,1500,30,3,365
Cozy and clean bedroom near TAOPOON MRT w/Air&Wifi,Noppada,Bang Sue,13.80536,100.53543,Private room,350,2,1,343
A luxury 41st floor studio in Phrom Phong,Charnanat,Khlong Toei,13.726286360328013,100.56618400154892,Entire home/apt,1500,1,1,311
"1 Bedroom Beverly 33, pool, gym sukhumvit 33",Cedric,Vadhana,13.73427,100.56855,Private room,8999,30,9,361
issi condo suksawad,Supawit,Rat Burana,13.68248,100.49446,Private room,8000,1,1,365
Movenpick Residences Ekkamai Bangkok,Movenpick Residences,Vadhana,13.73856,100.58802,Shared room,4000,1,2,365
Spacious Studio Room w/Kitchenette @Phromphong BTS,Weeraya,Vadhana,13.72843,100.57356,Entire home/apt,1243,1,10,363
SO Peaceful : A cozy room on convenient Silom road,Bank,Bang Rak,13.72481,100.52165,Entire home/apt,624,1,19,100
Modern Living in Bangkok at COZ Ratchathewi,Zuzu,Ratchathewi,13.756,100.52825,Private room,1247,1,30,327
